did_hometeam_win,hometeam_win_prob
0,0.5962732919254659
1,0.6428571428571429
0,0.5711159737417943
0,0.447405997144217
1,0.5882115462252725
0,0.6256684491978609
0,0.4675324675324675
1,0.6957699520733487
0,0.6428571428571429
1,0.6604688763136621
1,0.5711159737417943
0,0.552594002855783
1,0.5324675324675325
1,0.4782608695652174
0,0.4572564612326044
0,0.5108342361863488
1,0.5711159737417943
1,0.5324675324675325
1,0.6428571428571429
0,0.6428571428571429
0,0.5324675324675325
1,0.4891657638136511
0,0.4675324675324675
0,0.5108342361863488
1,0.5962732919254659
0,0.6215278252196369
1,0.562043795620438
1,0.5217391304347826
0,0.38128249566724437
1,0.6187175043327556
1,0.37433155080213903
0,0.4675324675324675
1,0.5108342361863488
0,0.562043795620438
1,0.6187175043327556
1,0.5324675324675325
1,0.38128249566724437
1,0.5711159737417943
1,0.5962732919254659
1,0.6187175043327556
1,0.6040343668285393
0,0.5064960374171755
1,0.6040343668285393
1,0.5711159737417943
1,0.552594002855783
1,0.5711159737417943
1,0.4572564612326044
0,0.447405997144217
1,0.5728870060420862
0,0.5108342361863488
1,0.5108342361863488
0,0.6187175043327556
0,0.552594002855783
1,0.5798319327731092
0,0.6323766526926797
1,0.552594002855783
0,0.5962732919254659
1,0.5882115462252725
1,0.5427435387673957
1,0.562043795620438
1,0.5427435387673957
0,0.6129732508818783
1,0.6428571428571429
1,0.5217391304347826
1,0.6428571428571429
0,0.6489208633093525
0,0.6040343668285393
0,0.5798319327731092
1,0.5217391304347826
0,0.39596563317146055
1,0.5711159737417943
1,0.5108342361863488
0,0.6428571428571429
1,0.5711159737417943
1,0.6388542963885429
0,0.6604688763136621
1,0.5447468516584222
1,0.5798319327731092
0,0.6187175043327556
1,0.5882115462252725
0,0.3784721747803632
0,0.5978490316019784
1,0.5366306721917165
1,0.5427435387673957
0,0.447405997144217
0,0.6085534003271792
1,0.37433155080213903
0,0.4782608695652174
1,0.562043795620438
1,0.6115107913669064
1,0.5798319327731092
1,0.5427435387673957
1,0.5798319327731092
0,0.39596563317146055
0,0.5324675324675325
0,0.40372670807453415
1,0.6792452830188679
0,0.6040343668285393
0,0.5427435387673957
0,0.552594002855783
1,0.5962732919254659
0,0.43795620437956206
0,0.5711159737417943
1,0.42016806722689076
0,0.562043795620438
0,0.4782608695652174
1,0.5962732919254659
1,0.4675324675324675
0,0.4572564612326044
0,0.4891657638136511
0,0.5882115462252725
1,0.5108342361863488
0,0.4782608695652174
1,0.6547884187082406
1,0.5427435387673957
1,0.5108342361863488
1,0.5324675324675325
1,0.40372670807453415
1,0.4572564612326044
0,0.5108342361863488
1,0.4572564612326044
1,0.562043795620438
0,0.5711159737417943
0,0.562043795620438
1,0.5108342361863488
1,0.5324675324675325
1,0.6323766526926797
1,0.5962732919254659
0,0.5217391304347826
0,0.6256684491978609
1,0.5427435387673957
1,0.447405997144217
0,0.5882115462252725
1,0.5217391304347826
0,0.43795620437956206
0,0.5086640097036909
0,0.5086640097036909
0,0.43795620437956206
1,0.5108342361863488
0,0.6040343668285393
1,0.5108342361863488
1,0.5711159737417943
1,0.5882115462252725
0,0.6187175043327556
1,0.552594002855783
1,0.5
0,0.5108342361863488
0,0.49133599029630914
0,0.6187175043327556
1,0.6428571428571429
0,0.5962732919254659
0,0.5427435387673957
1,0.6690070210631895
0,0.4782608695652174
1,0.5798319327731092
1,0.6690070210631895
0,0.447405997144217
1,0.5108342361863488
1,0.5324675324675325
0,0.4891657638136511
1,0.4675324675324675
1,0.5086640097036909
0,0.5217391304347826
1,0.562043795620438
0,0.5324675324675325
0,0.5882115462252725
1,0.4675324675324675
0,0.4572564612326044
0,0.5962732919254659
0,0.6187175043327556
1,0.6323766526926797
1,0.6270291076571854
0,0.5798319327731092
0,0.5545152521896708
0,0.4493432675320685
1,0.562043795620438
0,0.5108342361863488
1,0.447405997144217
1,0.6187175043327556
1,0.4891657638136511
1,0.6428571428571429
0,0.552594002855783
1,0.5882115462252725
0,0.6428571428571429
1,0.6256684491978609
1,0.5711159737417943
0,0.4891657638136511
0,0.5798319327731092
1,0.4891657638136511
1,0.4782608695652174
1,0.5798319327731092
1,0.5324675324675325
1,0.6604688763136621
0,0.4675324675324675
0,0.6115107913669064
1,0.5217391304347826
0,0.4891657638136511
1,0.5427435387673957
1,0.6256684491978609
0,0.5303589399530358
0,0.43795620437956206
0,0.43795620437956206
1,0.5487032481744757
0,0.6187175043327556
1,0.5064960374171755
0,0.5108342361863488
0,0.6547884187082406
1,0.562043795620438
1,0.6323766526926797
1,0.3676233473073202
1,0.4782608695652174
1,0.562043795620438
0,0.552594002855783
1,0.5108342361863488
1,0.5217391304347826
1,0.6040343668285393
0,0.6187175043327556
1,0.562043795620438
1,0.6115107913669064
1,0.6547884187082406
0,0.5962732919254659
0,0.5
0,0.6187175043327556
0,0.562043795620438
1,0.562043795620438
0,0.5962732919254659
0,0.6040343668285393
0,0.5711159737417943
0,0.42888402625820565
1,0.6323766526926797
1,0.552594002855783
1,0.6690070210631895
0,0.5108342361863488
0,0.4782608695652174
1,0.5711159737417943
0,0.5324675324675325
1,0.6115107913669064
1,0.5427435387673957
0,0.5217391304347826
0,0.6187175043327556
1,0.5427435387673957
1,0.5962732919254659
0,0.5324675324675325
1,0.5108342361863488
0,0.5217391304347826
1,0.6428571428571429
0,0.4675324675324675
0,0.6187175043327556
0,0.43795620437956206
0,0.4572564612326044
1,0.4675324675324675
0,0.4675324675324675
1,0.5108342361863488
1,0.6323766526926797
1,0.562043795620438
0,0.552594002855783
1,0.6604688763136621
1,0.6604688763136621
0,0.552594002855783
0,0.5217391304347826
0,0.6428571428571429
1,0.4117884537747275
0,0.43795620437956206
1,0.4572564612326044
1,0.5324675324675325
1,0.6115107913669064
0,0.4891657638136511
1,0.4675324675324675
0,0.4782608695652174
0,0.562043795620438
1,0.6489208633093525
0,0.6187175043327556
1,0.6428571428571429
0,0.552594002855783
1,0.6115107913669064
1,0.6256684491978609
0,0.6115107913669064
1,0.4117884537747275
0,0.6187175043327556
1,0.5962732919254659
1,0.6040343668285393
0,0.4891657638136511
1,0.6604688763136621
0,0.6690070210631895
0,0.4782608695652174
0,0.6792452830188679
1,0.5711159737417943
1,0.4572564612326044
0,0.6323766526926797
1,0.562043795620438
1,0.6187175043327556
0,0.5798319327731092
0,0.4782608695652174
0,0.5427435387673957
1,0.562043795620438
0,0.42016806722689076
0,0.4572564612326044
1,0.552594002855783
0,0.5711159737417943
1,0.5962732919254659
1,0.5324675324675325
0,0.42016806722689076
1,0.5798319327731092
0,0.562043795620438
1,0.5108342361863488
1,0.5882115462252725
1,0.5882115462252725
0,0.5962732919254659
0,0.562043795620438
0,0.4675324675324675
0,0.39596563317146055
0,0.5798319327731092
0,0.5882115462252725
1,0.562043795620438
0,0.5427435387673957
0,0.6040343668285393
1,0.37433155080213903
0,0.41846584751838084
0,0.48699271592091564
1,0.5108342361863488
1,0.5324675324675325
1,0.6547884187082406
0,0.5798319327731092
1,0.5447468516584222
0,0.5130072840790842
1,0.5239223627237674
1,0.562043795620438
0,0.5711159737417943
0,0.5447468516584222
1,0.6440860342197681
1,0.5217391304347826
1,0.5978490316019784
1,0.5427435387673957
1,0.6025054203806312
1,0.4218837362972501
1,0.5021645958699511
0,0.4891657638136511
0,0.4675324675324675
0,0.42016806722689076
1,0.5324675324675325
0,0.5217391304347826
1,0.43795620437956206
0,0.4675324675324675
0,0.5962732919254659
0,0.5108342361863488
0,0.5882115462252725
0,0.562043795620438
1,0.562043795620438
1,0.6040343668285393
0,0.552594002855783
0,0.5427435387673957
1,0.41846584751838084
1,0.5108342361863488
1,0.5882115462252725
0,0.5108342361863488
0,0.4552531483415778
0,0.5021645958699511
0,0.552594002855783
1,0.552594002855783
0,0.6115107913669064
0,0.4804509318389157
1,0.4493432675320685
0,0.552594002855783
0,0.6115107913669064
0,0.5303589399530358
1,0.5882115462252725
1,0.5303589399530358
0,0.552594002855783
0,0.4782608695652174
0,0.6187175043327556
1,0.4361122672409113
1,0.5108342361863488
0,0.552594002855783
1,0.5108342361863488
0,0.5545152521896708
0,0.5130072840790842
1,0.6323766526926797
1,0.4572564612326044
1,0.42888402625820565
1,0.5798319327731092
0,0.552594002855783
1,0.6187175043327556
1,0.6040343668285393
0,0.4572564612326044
1,0.5506567324679315
0,0.5324675324675325
1,0.7183098591549295
1,0.5086640097036909
0,0.4675324675324675
1,0.5798319327731092
1,0.5427435387673957
0,0.4891657638136511
0,0.552594002855783
1,0.5798319327731092
0,0.5427435387673957
1,0.552594002855783
0,0.4572564612326044
1,0.5427435387673957
0,0.5173641257162701
0,0.5108342361863488
1,0.5427435387673957
0,0.5108342361863488
1,0.5427435387673957
0,0.4069143902592896
1,0.5882115462252725
0,0.5108342361863488
1,0.5217391304347826
1,0.5324675324675325
0,0.5
1,0.42016806722689076
0,0.42888402625820565
1,0.447405997144217
0,0.4891657638136511
0,0.5711159737417943
1,0.5108342361863488
1,0.5711159737417943
0,0.5427435387673957
0,0.4891657638136511
1,0.6792452830188679
1,0.5798319327731092
1,0.5108342361863488
0,0.5345580360820495
0,0.5711159737417943
0,0.43795620437956206
0,0.5108342361863488
0,0.4675324675324675
1,0.4782608695652174
1,0.6323766526926797
1,0.6323766526926797
0,0.5108342361863488
1,0.5108342361863488
1,0.7001620745542949
0,0.6428571428571429
0,0.4782608695652174
0,0.5217391304347826
1,0.4675324675324675
1,0.552594002855783
1,0.6428571428571429
0,0.43795620437956206
1,0.6690070210631895
0,0.4572564612326044
0,0.5427435387673957
0,0.5108342361863488
1,0.6489208633093525
0,0.6690070210631895
1,0.5427435387673957
1,0.447405997144217
1,0.6742037442256261
1,0.5217391304347826
1,0.4935039625828245
1,0.447405997144217
1,0.6256684491978609
0,0.5427435387673957
0,0.6040343668285393
0,0.6428571428571429
0,0.4572564612326044
1,0.5217391304347826
1,0.6742037442256261
1,0.6604688763136621
0,0.4891657638136511
0,0.4675324675324675
1,0.6912521440823327
0,0.6912521440823327
1,0.562043795620438
1,0.6187175043327556
1,0.5108342361863488
1,0.5324675324675325
0,0.552594002855783
1,0.6256684491978609
0,0.5108342361863488
0,0.5108342361863488
1,0.7104677060133631
1,0.5217391304347826
0,0.48699271592091564
1,0.5711159737417943
0,0.5130072840790842
0,0.41015124327095615
1,0.562043795620438
1,0.41846584751838084
1,0.6690070210631895
1,0.5962732919254659
1,0.6129732508818783
0,0.37433155080213903
0,0.5728870060420862
1,0.6129732508818783
0,0.5427435387673957
1,0.6547884187082406
0,0.5427435387673957
0,0.4891657638136511
0,0.4782608695652174
1,0.5798319327731092
1,0.562043795620438
0,0.42888402625820565
1,0.5882115462252725
1,0.7272727272727274
0,0.4782608695652174
1,0.6604688763136621
1,0.552594002855783
1,0.5217391304347826
0,0.6040343668285393
1,0.5427435387673957
0,0.39596563317146055
0,0.42888402625820565
0,0.6792452830188679
0,0.447405997144217
1,0.5108342361863488
0,0.38848920863309355
0,0.38128249566724437
1,0.6742037442256261
0,0.6323766526926797
1,0.6040343668285393
1,0.6489208633093525
0,0.42888402625820565
0,0.4572564612326044
0,0.6957699520733487
0,0.562043795620438
1,0.5962732919254659
1,0.5427435387673957
0,0.4117884537747275
1,0.6604688763136621
0,0.5324675324675325
1,0.42888402625820565
0,0.6841382467383841
0,0.42016806722689076
1,0.6115107913669064
0,0.5427435387673957
0,0.4398152407942437
0,0.5217391304347826
0,0.49133599029630914
1,0.4675324675324675
0,0.5195490681610843
0,0.5427435387673957
0,0.39596563317146055
1,0.5798319327731092
0,0.562043795620438
1,0.6957699520733487
0,0.42888402625820565
1,0.552594002855783
1,0.49133599029630914
0,0.6040343668285393
1,0.5427435387673957
1,0.4675324675324675
0,0.42016806722689076
0,0.447405997144217
1,0.3676233473073202
1,0.5021645958699511
1,0.40372670807453415
1,0.42016806722689076
1,0.5427435387673957
1,0.5324675324675325
0,0.6489208633093525
1,0.6428571428571429
1,0.5962732919254659
1,0.5962732919254659
0,0.6256684491978609
0,0.6912521440823327
0,0.4782608695652174
0,0.6025054203806312
1,0.5217391304347826
1,0.5108342361863488
0,0.562043795620438
1,0.49133599029630914
1,0.5217391304347826
1,0.5108342361863488
1,0.5728870060420862
1,0.6201277251706673
0,0.447405997144217
1,0.4978354041300489
0,0.5427435387673957
1,0.3870267491181217
0,0.6187175043327556
1,0.5108342361863488
0,0.692166008646639
0,0.552594002855783
0,0.43795620437956206
0,0.6547884187082406
1,0.552594002855783
0,0.5427435387673957
0,0.42888402625820565
1,0.39596563317146055
0,0.5217391304347826
1,0.6912521440823327
1,0.5962732919254659
1,0.6792452830188679
1,0.3676233473073202
0,0.4782608695652174
1,0.5427435387673957
1,0.4804509318389157
0,0.5324675324675325
1,0.552594002855783
0,0.5427435387673957
0,0.6428571428571429
1,0.41846584751838084
1,0.5324675324675325
0,0.4978354041300489
0,0.5815341524816192
1,0.4117884537747275
1,0.6690070210631895
0,0.4572564612326044
0,0.40372670807453415
1,0.5711159737417943
1,0.5324675324675325
1,0.39596563317146055
1,0.6115107913669064
1,0.6187175043327556
1,0.5108342361863488
0,0.42016806722689076
0,0.5108342361863488
1,0.5711159737417943
1,0.5798319327731092
0,0.5064960374171755
1,0.6336902505251294
1,0.5545152521896708
1,0.5798319327731092
1,0.5798319327731092
1,0.47607763727623276
0,0.569330697543067
1,0.5815341524816192
0,0.3798722748293328
0,0.38848920863309355
1,0.6115107913669064
0,0.39596563317146055
1,0.5217391304347826
1,0.4572564612326044
0,0.562043795620438
0,0.6256684491978609
0,0.5427435387673957
1,0.6690070210631895
1,0.562043795620438
0,0.562043795620438
1,0.5427435387673957
1,0.4978354041300489
1,0.4956702459300312
0,0.5882115462252725
0,0.42016806722689076
1,0.5962732919254659
1,0.38848920863309355
1,0.5711159737417943
1,0.5108342361863488
0,0.562043795620438
1,0.5324675324675325
0,0.562043795620438
1,0.6323766526926797
1,0.562043795620438
0,0.7001620745542949
0,0.562043795620438
0,0.4891657638136511
1,0.6604688763136621
1,0.38128249566724437
1,0.6256684491978609
1,0.6912521440823327
1,0.39596563317146055
0,0.4891657638136511
1,0.42888402625820565
0,0.6690070210631895
0,0.37433155080213903
1,0.5882115462252725
1,0.7183098591549295
1,0.5427435387673957
0,0.5108342361863488
0,0.447405997144217
0,0.5427435387673957
0,0.42888402625820565
0,0.42016806722689076
0,0.4891657638136511
0,0.42888402625820565
0,0.552594002855783
0,0.5882115462252725
1,0.6428571428571429
1,0.6690070210631895
0,0.43795620437956206
1,0.4572564612326044
1,0.5217391304347826
0,0.5545152521896708
0,0.38848920863309355
1,0.6792452830188679
1,0.6428571428571429
1,0.6888888888888889
1,0.6256684491978609
0,0.6690070210631895
0,0.40372670807453415
0,0.562043795620438
1,0.5
1,0.7001620745542949
1,0.42016806722689076
1,0.6115107913669064
1,0.4117884537747275
0,0.6841382467383841
1,0.5427435387673957
1,0.5195490681610843
1,0.6742037442256261
0,0.3676233473073202
0,0.5427435387673957
1,0.4782608695652174
1,0.6912521440823327
1,0.6428571428571429
1,0.562043795620438
1,0.562043795620438
1,0.43795620437956206
1,0.6428571428571429
0,0.6841382467383841
0,0.6428571428571429
1,0.6547884187082406
1,0.6957699520733487
0,0.6957699520733487
1,0.5151837230488916
0,0.6040343668285393
0,0.42016806722689076
0,0.4782608695652174
0,0.7183098591549295
1,0.6256684491978609
0,0.4891657638136511
0,0.5798319327731092
0,0.562043795620438
1,0.6604688763136621
1,0.6604688763136621
0,0.6690070210631895
0,0.42888402625820565
0,0.5427435387673957
0,0.5882115462252725
1,0.42888402625820565
1,0.552594002855783
1,0.5798319327731092
1,0.42888402625820565
0,0.42016806722689076
1,0.5798319327731092
1,0.5108342361863488
0,0.42711299395791374
0,0.40372670807453415
1,0.6659707724425887
1,0.35714285714285715
0,0.6428571428571429
0,0.6323766526926797
0,0.562043795620438
0,0.40372670807453415
1,0.562043795620438
0,0.42016806722689076
0,0.5217391304347826
1,0.6604688763136621
1,0.6912521440823327
0,0.38848920863309355
0,0.6742037442256261
0,0.5108342361863488
1,0.5217391304347826
1,0.5798319327731092
0,0.5427435387673957
0,0.5711159737417943
0,0.5798319327731092
0,0.6690070210631895
0,0.4572564612326044
1,0.5798319327731092
1,0.4782608695652174
1,0.6690070210631895
1,0.6841382467383841
0,0.5427435387673957
1,0.5798319327731092
1,0.562043795620438
0,0.6690070210631895
0,0.5324675324675325
1,0.40372670807453415
0,0.6690070210631895
1,0.5324675324675325
0,0.38848920863309355
0,0.6115107913669064
1,0.5798319327731092
1,0.43795620437956206
1,0.5108342361863488
1,0.5882115462252725
0,0.6547884187082406
0,0.5882115462252725
1,0.5798319327731092
0,0.6742037442256261
1,0.5108342361863488
1,0.6547884187082406
0,0.5711159737417943
0,0.5108342361863488
1,0.5798319327731092
1,0.552594002855783
1,0.5324675324675325
1,0.6465194414307213
0,0.562043795620438
1,0.6115107913669064
0,0.562043795620438
0,0.5882115462252725
1,0.5962732919254659
1,0.5882115462252725
0,0.5324675324675325
0,0.6040343668285393
1,0.6742037442256261
1,0.6428571428571429
0,0.5798319327731092
0,0.5798319327731092
1,0.5324675324675325
1,0.5217391304347826
0,0.5962732919254659
0,0.42016806722689076
1,0.4572564612326044
0,0.5324675324675325
0,0.5324675324675325
0,0.4826358742837298
0,0.5962732919254659
0,0.5217391304347826
1,0.38128249566724437
0,0.5108342361863488
0,0.4782608695652174
1,0.5217391304347826
0,0.5108342361863488
1,0.6040343668285393
0,0.5108342361863488
0,0.5427435387673957
0,0.6792452830188679
0,0.5962732919254659
0,0.6604688763136621
0,0.5798319327731092
1,0.6323766526926797
1,0.5798319327731092
1,0.6040343668285393
0,0.42016806722689076
1,0.5108342361863488
0,0.4572564612326044
1,0.5086640097036909
1,0.5217391304347826
0,0.5798319327731092
0,0.5962732919254659
1,0.5345580360820495
1,0.5130072840790842
1,0.6040343668285393
1,0.5882115462252725
0,0.5427435387673957
0,0.4782608695652174
1,0.6040343668285393
1,0.552594002855783
